コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
9425,日本テレホン株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9428,株式会社クロップス,市場第一部,スタンダード市場,,
9432,日本電信電話株式会社,市場第一部,プライム市場,,
9433,ＫＤＤＩ株式会社,市場第一部,プライム市場,,
9434,ソフトバンク株式会社,市場第一部,プライム市場,,
9435,株式会社光通信,市場第一部,プライム市場,,
9436,沖縄セルラー電話株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9438,株式会社エムティーアイ,市場第一部,プライム市場,,
9439,株式会社エム・エイチ・グループ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9441,株式会社ベルパーク,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9444,株式会社トーシンホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9445,株式会社フォーバルテレコム,市場第二部,スタンダード市場,✓,
9446,株式会社サカイホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9449,ＧＭＯインターネット株式会社,市場第一部,プライム市場,,
9450,株式会社ファイバーゲート,市場第一部,プライム市場,,
9466,株式会社アイドママーケティングコミュニケーション,市場第一部,スタンダード市場,,
9467,株式会社アルファポリス,マザーズ,グロース市場,,
9468,株式会社ＫＡＤＯＫＡＷＡ,市場第一部,プライム市場,,
9470,株式会社学研ホールディングス,市場第一部,プライム市場,,
9474,株式会社ゼンリン,市場第一部,プライム市場,,
9475,株式会社昭文社ホールディングス,市場第一部,スタンダード市場,,
9476,株式会社中央経済社ホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9478,ＳＥホールディングス・アンド・インキュベーションズ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9479,株式会社インプレスホールディングス,市場第一部,スタンダード市場,,
9501,東京電力ホールディングス株式会社,市場第一部,プライム市場,,
9502,中部電力株式会社,市場第一部,プライム市場,,
9503,関西電力株式会社,市場第一部,プライム市場,,
9504,中国電力株式会社,市場第一部,プライム市場,,
9505,北陸電力株式会社,市場第一部,プライム市場,,
9506,東北電力株式会社,市場第一部,プライム市場,,
9507,四国電力株式会社,市場第一部,プライム市場,,
9508,九州電力株式会社,市場第一部,プライム市場,,
9509,北海道電力株式会社,市場第一部,プライム市場,,
9511,沖縄電力株式会社,市場第一部,プライム市場,,
9513,電源開発株式会社,市場第一部,プライム市場,,
9514,株式会社エフオン,市場第一部,プライム市場,,
9517,イーレックス株式会社,市場第一部,プライム市場,,
9519,株式会社レノバ,市場第一部,プライム市場,,
9522,リニューアブル・ジャパン株式会社,マザーズ,グロース市場,✓,
9531,東京瓦斯株式会社,市場第一部,プライム市場,,
9532,大阪瓦斯株式会社,市場第一部,プライム市場,,
9533,東邦瓦斯株式会社,市場第一部,プライム市場,,
9534,北海道瓦斯株式会社,市場第一部,プライム市場,,
9535,広島ガス株式会社,市場第一部,プライム市場,✓,
9536,西部ガスホールディングス株式会社,市場第一部,プライム市場,,
9537,北陸瓦斯株式会社,市場第二部,スタンダード市場,,
9539,京葉瓦斯株式会社,市場第二部,スタンダード市場,✓,
9543,静岡ガス株式会社,市場第一部,プライム市場,,
9551,メタウォーター株式会社,市場第一部,プライム市場,,
9600,株式会社アイネット,市場第一部,プライム市場,,
9601,松竹株式会社,市場第一部,プライム市場,,
9602,東宝株式会社,市場第一部,プライム市場,,
9603,株式会社エイチ・アイ・エス,市場第一部,プライム市場,,
9605,東映株式会社,市場第一部,プライム市場,✓,
9610,ウィルソン・ラーニング　ワールドワイド株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9612,株式会社ラックランド,市場第一部,プライム市場,,
9613,株式会社エヌ・ティ・ティ・データ,市場第一部,プライム市場,,
9616,株式会社共立メンテナンス,市場第一部,プライム市場,,
9619,株式会社イチネンホールディングス,市場第一部,プライム市場,,
9621,株式会社建設技術研究所,市場第一部,プライム市場,,
9622,株式会社スペース,市場第一部,プライム市場,,
9625,株式会社セレスポ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9627,株式会社アインホールディングス,市場第一部,プライム市場,,
9628,燦ホールディングス株式会社,市場第一部,プライム市場,✓,
9629,ピー・シー・エー株式会社,市場第一部,プライム市場,,
9631,株式会社東急レクリエーション,市場第二部,スタンダード市場,,
9632,スバル興業株式会社,市場第一部,スタンダード市場,,
9633,東京テアトル株式会社,市場第一部,スタンダード市場,,
9635,武蔵野興業株式会社,市場第二部,スタンダード市場,✓,
9636,株式会社きんえい,市場第二部,スタンダード市場,,
9637,オーエス株式会社,市場第二部,スタンダード市場,,
9639,三協フロンテア株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9640,株式会社セゾン情報システムズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9641,サコス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9644,株式会社タナベ経営,市場第一部,プライム市場,✓,
9647,株式会社協和コンサルタンツ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9651,日本プロセス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9656,グリーンランドリゾート株式会社,市場第二部,スタンダード市場,,
9658,株式会社ビジネスブレイン太田昭和,市場第一部,プライム市場,,
9661,株式会社歌舞伎座,市場第二部,スタンダード市場,,
9663,株式会社ナガワ,市場第一部,プライム市場,,
9672,東京都競馬株式会社,市場第一部,プライム市場,,
9675,常磐興産株式会社,市場第一部,スタンダード市場,,
9678,株式会社カナモト,市場第一部,プライム市場,,
9679,ホウライ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9682,株式会社ＤＴＳ,市場第一部,プライム市場,,
9684,株式会社スクウェア・エニックス・ホールディングス,市場第一部,プライム市場,,
9685,ＫＹＣＯＭホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9686,東洋テック株式会社,市場第二部,スタンダード市場,✓,
9687,株式会社ＫＳＫ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9691,株式会社両毛システムズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9692,株式会社シーイーシー,市場第一部,プライム市場,,
9695,株式会社鴨川グランドホテル,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9696,株式会社ウィザス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9697,株式会社カプコン,市場第一部,プライム市場,,
9698,株式会社クレオ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9699,西尾レントオール株式会社,市場第一部,プライム市場,,
9701,株式会社東京會舘,市場第二部,スタンダード市場,,
9702,株式会社アイ・エス・ビー,市場第一部,プライム市場,,
9704,株式会社アゴーラ　ホスピタリティー　グループ,市場第一部,スタンダード市場,,
9706,日本空港ビルデング株式会社,市場第一部,プライム市場,,
9708,株式会社帝国ホテル,市場第二部,スタンダード市場,✓,
9709,ＮＣＳ＆Ａ株式会社,市場第二部,スタンダード市場,,
9713,株式会社ロイヤルホテル,市場第二部,スタンダード市場,✓,
9715,トランス・コスモス株式会社,市場第一部,プライム市場,,
9716,株式会社乃村工藝社,市場第一部,プライム市場,,
9717,株式会社ジャステック,市場第一部,プライム市場,,
9719,ＳＣＳＫ株式会社,市場第一部,プライム市場,,
9720,株式会社ホテル、ニューグランド,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9722,藤田観光株式会社,市場第一部,プライム市場,,
9723,株式会社京都ホテル,市場第二部,スタンダード市場,,
9726,ＫＮＴ－ＣＴホールディングス株式会社,市場第一部,スタンダード市場,,
9728,日本管財株式会社,市場第一部,プライム市場,,
9729,株式会社トーカイ,市場第一部,プライム市場,,
9731,株式会社白洋舎,市場第一部,スタンダード市場,,
9733,株式会社ナガセ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9734,株式会社精養軒,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9735,セコム株式会社,市場第一部,プライム市場,,
9739,日本システムウエア株式会社,市場第一部,プライム市場,,
9740,セントラル警備保障株式会社,市場第一部,プライム市場,,
9742,株式会社アイネス,市場第一部,プライム市場,,
9743,株式会社丹青社,市場第一部,プライム市場,,
