コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
6032,株式会社インターワークス,市場第一部,スタンダード市場,,
6033,株式会社エクストリーム,マザーズ,グロース市場,,
6034,ＭＲＴ株式会社,マザーズ,グロース市場,,
6035,株式会社アイ・アールジャパンホールディングス,市場第一部,プライム市場,,
6036,ＫｅｅＰｅｒ技研株式会社,市場第一部,プライム市場,,
6037,株式会社ファーストロジック,市場第一部,スタンダード市場,,
6038,株式会社イード,マザーズ,グロース市場,,
6039,株式会社日本動物高度医療センター,マザーズ,グロース市場,,
6040,日本スキー場開発株式会社,マザーズ,グロース市場,✓,
6042,株式会社ニッキ,市場第二部,スタンダード市場,,
6044,株式会社三機サービス,市場第一部,スタンダード市場,,
6045,株式会社レントラックス,マザーズ,グロース市場,,
6046,株式会社リンクバル,マザーズ,グロース市場,,
6047,株式会社Ｇｕｎｏｓｙ,市場第一部,プライム市場,,
6048,株式会社デザインワン・ジャパン,市場第一部,スタンダード市場,,
6049,株式会社イトクロ,マザーズ,グロース市場,,
6050,イー・ガーディアン株式会社,市場第一部,プライム市場,,
6054,株式会社リブセンス,市場第一部,プライム市場,✓,
6055,ジャパンマテリアル株式会社,市場第一部,プライム市場,,
6058,株式会社ベクトル,市場第一部,プライム市場,,
6059,株式会社ウチヤマホールディングス,市場第一部,スタンダード市場,,
6060,こころネット株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6061,株式会社ユニバーサル園芸社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6062,株式会社チャーム・ケア・コーポレーション,市場第一部,プライム市場,,
6063,日本エマージェンシーアシスタンス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6067,インパクトホールディングス株式会社,マザーズ,グロース市場,,
6069,トレンダーズ株式会社,マザーズ,グロース市場,,
6070,キャリアリンク株式会社,市場第一部,プライム市場,,
6071,株式会社ＩＢＪ,市場第一部,プライム市場,,
6072,地盤ネットホールディングス株式会社,マザーズ,グロース市場,,
6073,株式会社アサンテ,市場第一部,プライム市場,,
6074,株式会社ジェイエスエス,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6078,株式会社バリューＨＲ,市場第一部,プライム市場,,
6080,Ｍ＆Ａキャピタルパートナーズ株式会社,市場第一部,プライム市場,,
6081,アライドアーキテクツ株式会社,マザーズ,グロース市場,,
6082,株式会社ライドオンエクスプレスホールディングス,市場第一部,プライム市場,,
6083,ＥＲＩホールディングス株式会社,市場第一部,スタンダード市場,,
6085,アーキテクツ・スタジオ・ジャパン株式会社,マザーズ,グロース市場,,
6086,シンメンテホールディングス株式会社,マザーズ,グロース市場,,
6087,株式会社アビスト,市場第一部,プライム市場,✓,
6088,株式会社シグマクシス・ホールディングス,市場第一部,プライム市場,,
6089,株式会社ウィルグループ,市場第一部,プライム市場,,
6090,ヒューマン・メタボローム・テクノロジーズ株式会社,マザーズ,グロース市場,,
6091,株式会社ウエスコホールディングス,市場第二部,スタンダード市場,,
6092,株式会社エンバイオ・ホールディングス,マザーズ,グロース市場,,
6093,株式会社エスクロー・エージェント・ジャパン,市場第一部,プライム市場,✓,
6094,株式会社フリークアウト・ホールディングス,マザーズ,グロース市場,,
6095,メドピア株式会社,市場第一部,プライム市場,,
6096,株式会社レアジョブ,市場第一部,プライム市場,✓,
6098,株式会社リクルートホールディングス,市場第一部,プライム市場,,
6099,株式会社エラン,市場第一部,プライム市場,,
6101,株式会社ツガミ,市場第一部,プライム市場,,
6103,オークマ株式会社,市場第一部,プライム市場,,
6104,芝浦機械株式会社,市場第一部,プライム市場,,
6113,株式会社アマダ,市場第一部,プライム市場,,
6118,アイダエンジニアリング株式会社,市場第一部,プライム市場,,
6121,株式会社滝澤鉄工所,市場第一部,スタンダード市場,,
6125,株式会社岡本工作機械製作所,市場第二部,スタンダード市場,,
6131,浜井産業株式会社,市場第二部,スタンダード市場,,
6134,株式会社ＦＵＪＩ,市場第一部,プライム市場,,
6135,株式会社牧野フライス製作所,市場第一部,プライム市場,,
6136,オーエスジー株式会社,市場第一部,プライム市場,,
6137,小池酸素工業株式会社,市場第二部,スタンダード市場,,
6138,ダイジェット工業株式会社,市場第一部,スタンダード市場,,
6140,旭ダイヤモンド工業株式会社,市場第一部,プライム市場,,
6141,ＤＭＧ森精機株式会社,市場第一部,プライム市場,,
6143,株式会社ソディック,市場第一部,プライム市場,,
6144,西部電機株式会社,市場第二部,スタンダード市場,,
6145,ＮＩＴＴＯＫＵ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6146,株式会社ディスコ,市場第一部,プライム市場,,
6147,株式会社ヤマザキ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6149,株式会社小田原エンジニアリング,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6150,タケダ機械株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6151,日東工器株式会社,市場第一部,プライム市場,,
6155,高松機械工業株式会社,市場第二部,スタンダード市場,,
6156,株式会社エーワン精密,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6157,日進工具株式会社,市場第一部,プライム市場,,
6158,株式会社和井田製作所,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6159,ミクロン精密株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6161,株式会社エスティック,市場第二部,スタンダード市場,,
6164,株式会社太陽工機,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6165,パンチ工業株式会社,市場第一部,プライム市場,✓,
6166,株式会社中村超硬,マザーズ,グロース市場,,
6167,冨士ダイス株式会社,市場第一部,プライム市場,✓,
6171,株式会社土木管理総合試験所,市場第一部,プライム市場,✓,
6172,株式会社メタップス,マザーズ,グロース市場,,
6173,株式会社アクアライン,マザーズ,グロース市場,,
6175,株式会社ネットマーケティング,市場第一部,スタンダード市場,,
6176,株式会社ブランジスタ,マザーズ,グロース市場,,
6177,ＡｐｐＢａｎｋ株式会社,マザーズ,グロース市場,,
6178,日本郵政株式会社,市場第一部,プライム市場,,
6180,ＧＭＯメディア株式会社,マザーズ,グロース市場,,
6181,タメニー株式会社,マザーズ,グロース市場,,
6182,株式会社メタリアル,マザーズ,グロース市場,,
6183,株式会社ベルシステム２４ホールディングス,市場第一部,プライム市場,,
6184,株式会社鎌倉新書,市場第一部,プライム市場,,
6185,ＳＭＮ株式会社,市場第一部,プライム市場,✓,
6186,株式会社一蔵,市場第一部,スタンダード市場,,
6188,富士ソフトサービスビューロ株式会社,市場第二部,スタンダード市場,,
6189,株式会社グローバルキッズＣＯＭＰＡＮＹ,市場第一部,プライム市場,✓,
6190,株式会社フェニックスバイオ,マザーズ,グロース市場,,
6191,株式会社エアトリ,市場第一部,プライム市場,,
6192,ハイアス・アンド・カンパニー株式会社,マザーズ,グロース市場,,
6193,バーチャレクス・ホールディングス株式会社,マザーズ,グロース市場,,
6194,株式会社アトラエ,市場第一部,プライム市場,,
6195,株式会社ホープ,マザーズ,グロース市場,,
6196,株式会社ストライク,市場第一部,プライム市場,,
6197,株式会社ソラスト,市場第一部,プライム市場,,
6198,株式会社キャリア,マザーズ,グロース市場,,
6199,株式会社セラク,市場第一部,プライム市場,,
6200,株式会社インソース,市場第一部,プライム市場,,
6201,株式会社豊田自動織機,市場第一部,プライム市場,,
6203,豊和工業株式会社,市場第一部,プライム市場,✓,
6205,ＯＫＫ株式会社,市場第一部,スタンダード市場,,
6208,株式会社石川製作所,市場第一部,スタンダード市場,,
6210,東洋機械金属株式会社,市場第一部,プライム市場,✓,
6217,津田駒工業株式会社,市場第一部,スタンダード市場,,
6218,エンシュウ株式会社,市場第一部,プライム市場,✓,
6222,株式会社島精機製作所,市場第一部,プライム市場,,
6227,ＡＩメカテック株式会社,市場第二部,スタンダード市場,,
6229,株式会社オーケーエム,市場第二部,スタンダード市場,,
6230,ＳＡＮＥＩ株式会社,市場第二部,スタンダード市場,,
6231,木村工機株式会社,市場第二部,スタンダード市場,,
6232,株式会社ＡＣＳＬ,マザーズ,グロース市場,,
6233,極東産機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6235,株式会社オプトラン,市場第一部,プライム市場,,
6236,ＮＣホールディングス株式会社,市場第一部,スタンダード市場,,
6237,株式会社イワキ,市場第一部,プライム市場,,
6238,フリュー株式会社,市場第一部,プライム市場,,
6239,株式会社ナガオカ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6240,ヤマシンフィルタ株式会社,市場第一部,プライム市場,,
6245,株式会社ヒラノテクシード,市場第二部,スタンダード市場,,
6246,株式会社テクノスマート,市場第二部,スタンダード市場,,
6247,株式会社日阪製作所,市場第一部,プライム市場,,
6248,株式会社横田製作所,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6249,株式会社ゲームカード・ジョイコホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6250,株式会社やまびこ,市場第一部,プライム市場,,
6254,野村マイクロ・サイエンス株式会社,市場第一部,プライム市場,,
6255,株式会社エヌ・ピー・シー,マザーズ,グロース市場,,
6257,株式会社藤商事,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6258,平田機工株式会社,市場第一部,プライム市場,,
6262,ペガサスミシン製造株式会社,市場第一部,プライム市場,,
6264,株式会社マルマエ,市場第一部,プライム市場,,
6265,コンバム株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6266,タツモ株式会社,市場第一部,プライム市場,,
6267,ゼネラルパッカー株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6268,ナブテスコ株式会社,市場第一部,プライム市場,,
6269,三井海洋開発株式会社,市場第一部,プライム市場,✓,
6271,株式会社ニッセイ,市場第二部,スタンダード市場,,
6272,レオン自動機株式会社,市場第一部,プライム市場,,
6273,ＳＭＣ株式会社,市場第一部,プライム市場,,
6276,シリウスビジョン株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6277,ホソカワミクロン株式会社,市場第一部,プライム市場,,
6278,ユニオンツール株式会社,市場第一部,プライム市場,,
6279,株式会社瑞光,市場第二部,スタンダード市場,,
6282,オイレス工業株式会社,市場第一部,プライム市場,,
6284,日精エー・エス・ビー機械株式会社,市場第一部,プライム市場,,
6286,靜甲株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6287,サトーホールディングス株式会社,市場第一部,プライム市場,,
6289,株式会社技研製作所,市場第一部,プライム市場,,
6291,日本エアーテック株式会社,市場第一部,プライム市場,✓,
6292,株式会社カワタ,市場第一部,スタンダード市場,,
6293,日精樹脂工業株式会社,市場第一部,プライム市場,,
6294,オカダアイヨン株式会社,市場第一部,プライム市場,✓,
6297,鉱研工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6298,ワイエイシイホールディングス株式会社,市場第一部,プライム市場,✓,
6301,株式会社小松製作所,市場第一部,プライム市場,,
6302,住友重機械工業株式会社,市場第一部,プライム市場,,
6303,株式会社ササクラ,市場第二部,スタンダード市場,,
6305,日立建機株式会社,市場第一部,プライム市場,,
6306,日工株式会社,市場第一部,プライム市場,,
6307,サンセイ株式会社,市場第二部,スタンダード市場,,
6309,巴工業株式会社,市場第一部,プライム市場,,
6310,井関農機株式会社,市場第一部,プライム市場,,
6312,フロイント産業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6315,ＴＯＷＡ株式会社,市場第一部,プライム市場,,
6316,株式会社丸山製作所,市場第一部,スタンダード市場,,
6317,株式会社北川鉄工所,市場第一部,プライム市場,,
6319,株式会社シンニッタン,市場第一部,スタンダード市場,,
6322,株式会社タクミナ,市場第二部,スタンダード市場,,
6323,ローツェ株式会社,市場第一部,プライム市場,,
6324,株式会社ハーモニック・ドライブ・システムズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6325,株式会社タカキタ,市場第一部,スタンダード市場,,
6326,株式会社クボタ,市場第一部,プライム市場,,
6327,北川精機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6328,荏原実業株式会社,市場第一部,プライム市場,,
6330,東洋エンジニアリング株式会社,市場第一部,プライム市場,,
6331,三菱化工機株式会社,市場第一部,プライム市場,,
6332,月島機械株式会社,市場第一部,プライム市場,,
6333,株式会社帝国電機製作所,市場第一部,プライム市場,,
6334,明治機械株式会社,市場第二部,スタンダード市場,,
6335,株式会社東京機械製作所,市場第一部,スタンダード市場,,
6336,株式会社石井表記,市場第二部,スタンダード市場,,
6337,株式会社テセック,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6338,株式会社タカトリ,市場第二部,スタンダード市場,,
6339,新東工業株式会社,市場第一部,プライム市場,,
6340,澁谷工業株式会社,市場第一部,プライム市場,,
6342,株式会社太平製作所,市場第二部,スタンダード市場,,
6343,フリージア・マクロス株式会社,市場第二部,スタンダード市場,,
6345,株式会社アイチ　コーポレーション,市場第一部,プライム市場,,
6346,キクカワエンタープライズ株式会社,市場第二部,スタンダード市場,,
6347,株式会社プラコー,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6349,株式会社小森コーポレーション,市場第一部,プライム市場,,
6351,株式会社鶴見製作所,市場第一部,プライム市場,,
6355,住友精密工業株式会社,市場第一部,スタンダード市場,,
6356,日本ギア工業株式会社,市場第一部,スタンダード市場,,
6357,三精テクノロジーズ株式会社,市場第二部,スタンダード市場,,
6358,酒井重工業株式会社,市場第一部,プライム市場,✓,
6360,株式会社東京自働機械製作所,市場第二部,スタンダード市場,,
6361,株式会社荏原製作所,市場第一部,プライム市場,,
6362,株式会社石井鐵工所,市場第一部,スタンダード市場,,
6363,株式会社酉島製作所,市場第一部,プライム市場,,
6364,北越工業株式会社,市場第一部,プライム市場,,
6365,株式会社電業社機械製作所,市場第二部,スタンダード市場,,
6366,千代田化工建設株式会社,市場第二部,スタンダード市場,,
6367,ダイキン工業株式会社,市場第一部,プライム市場,,
6368,オルガノ株式会社,市場第一部,プライム市場,,
6369,トーヨーカネツ株式会社,市場第一部,プライム市場,,
6370,栗田工業株式会社,市場第一部,プライム市場,,
6371,株式会社椿本チエイン,市場第一部,プライム市場,,
6373,大同工業株式会社,市場第一部,スタンダード市場,,
6376,日機装株式会社,市場第一部,プライム市場,,
6378,木村化工機株式会社,市場第一部,スタンダード市場,,
6379,レイズネクスト株式会社,市場第一部,プライム市場,,
6380,オリエンタルチエン工業株式会社,市場第二部,スタンダード市場,✓,
6381,アネスト岩田株式会社,市場第一部,プライム市場,,
6382,トリニティ工業株式会社,市場第二部,スタンダード市場,,
6383,株式会社ダイフク,市場第一部,プライム市場,,
6384,株式会社昭和真空,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6387,サムコ株式会社,市場第一部,プライム市場,,
6390,株式会社加藤製作所,市場第一部,プライム市場,✓,
6391,株式会社加地テック,市場第二部,スタンダード市場,,
6392,株式会社ヤマダコーポレーション,市場第二部,スタンダード市場,,
6393,油研工業株式会社,市場第一部,スタンダード市場,,
6395,株式会社タダノ,市場第一部,プライム市場,,
6396,株式会社宇野澤組鐵工所,市場第二部,スタンダード市場,✓,
6400,不二精機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6402,兼松エンジニアリング株式会社,市場第二部,スタンダード市場,,
6403,水道機工株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6405,鈴茂器工株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6406,フジテック株式会社,市場第一部,プライム市場,,
6407,ＣＫＤ株式会社,市場第一部,プライム市場,,
6408,小倉クラッチ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6409,株式会社キトー,市場第一部,プライム市場,,
6411,中野冷機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6412,株式会社平和,市場第一部,プライム市場,,
6413,理想科学工業株式会社,市場第一部,プライム市場,,
6416,桂川電機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6417,株式会社ＳＡＮＫＹＯ,市場第一部,プライム市場,,
6418,日本金銭機械株式会社,市場第一部,プライム市場,,
6419,株式会社マースグループホールディングス,市場第一部,プライム市場,,
6420,フクシマガリレイ株式会社,市場第一部,プライム市場,,
6424,株式会社高見沢サイバネティックス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6425,株式会社ユニバーサルエンターテインメント,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6428,株式会社オーイズミ,市場第一部,プライム市場,✓,
6430,ダイコク電機株式会社,市場第一部,プライム市場,✓,
6432,株式会社竹内製作所,市場第一部,プライム市場,,
6433,ヒーハイスト株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6436,アマノ株式会社,市場第一部,プライム市場,,
6440,ＪＵＫＩ株式会社,市場第一部,プライム市場,,
6444,サンデン株式会社,市場第一部,プライム市場,✓,
6445,株式会社ジャノメ,市場第一部,プライム市場,,
6448,ブラザー工業株式会社,市場第一部,プライム市場,,
6454,マックス株式会社,市場第一部,プライム市場,,
6455,株式会社モリタホールディングス,市場第一部,プライム市場,,
6457,グローリー株式会社,市場第一部,プライム市場,,
6458,新晃工業株式会社,市場第一部,プライム市場,,
6459,大和冷機工業株式会社,市場第一部,プライム市場,,
6460,セガサミーホールディングス株式会社,市場第一部,プライム市場,,
6461,日本ピストンリング株式会社,市場第一部,プライム市場,✓,
6462,株式会社リケン,市場第一部,プライム市場,,
6463,ＴＰＲ株式会社,市場第一部,プライム市場,,
6464,株式会社ツバキ・ナカシマ,市場第一部,プライム市場,,
6465,ホシザキ株式会社,市場第一部,プライム市場,,
6466,株式会社ＴＶＥ,市場第二部,スタンダード市場,,
6467,株式会社ニチダイ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6469,株式会社放電精密加工研究所,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6470,大豊工業株式会社,市場第一部,プライム市場,,
6471,日本精工株式会社,市場第一部,プライム市場,,
6472,ＮＴＮ株式会社,市場第一部,プライム市場,,
6473,株式会社ジェイテクト,市場第一部,プライム市場,,
6474,株式会社不二越,市場第一部,プライム市場,,
6479,ミネベアミツミ株式会社,市場第一部,プライム市場,,
6480,日本トムソン株式会社,市場第一部,プライム市場,,
6481,ＴＨＫ株式会社,市場第一部,プライム市場,,
6482,株式会社ユーシン精機,市場第一部,プライム市場,,
6484,株式会社ＫＶＫ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6485,前澤給装工業株式会社,市場第一部,プライム市場,,
6486,イーグル工業株式会社,市場第一部,プライム市場,,
6488,株式会社ヨシタケ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6489,前澤工業株式会社,市場第一部,スタンダード市場,,
6490,日本ピラー工業株式会社,市場第一部,プライム市場,,
6492,岡野バルブ製造株式会社,市場第二部,スタンダード市場,,
6493,日鍛バルブ株式会社,市場第二部,スタンダード市場,,
6494,株式会社ＮＦＫホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6495,株式会社宮入バルブ製作所,市場第二部,スタンダード市場,,
6496,株式会社中北製作所,市場第二部,スタンダード市場,,
6497,株式会社ハマイ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6498,株式会社キッツ,市場第一部,プライム市場,,
6501,株式会社日立製作所,市場第一部,プライム市場,,
6502,株式会社東芝,市場第一部,プライム市場,,
6503,三菱電機株式会社,市場第一部,プライム市場,,
6504,富士電機株式会社,市場第一部,プライム市場,,
6505,東洋電機製造株式会社,市場第一部,スタンダード市場,,
6506,株式会社安川電機,市場第一部,プライム市場,,
6507,シンフォニアテクノロジー株式会社,市場第一部,プライム市場,,
6508,株式会社明電舎,市場第一部,プライム市場,,
6513,株式会社オリジン,市場第一部,スタンダード市場,,
6516,山洋電気株式会社,市場第一部,プライム市場,,
6517,デンヨー株式会社,市場第一部,プライム市場,,
6518,三相電機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6521,株式会社オキサイド,マザーズ,グロース市場,,
6522,株式会社アスタリスク,マザーズ,グロース市場,,
6523,ＰＨＣホールディングス株式会社,市場第一部,プライム市場,,
6524,湖北工業株式会社,市場第二部,スタンダード市場,,
6532,株式会社ベイカレント・コンサルティング,市場第一部,プライム市場,,
6533,株式会社Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,市場第一部,プライム市場,,
6535,株式会社アイモバイル,市場第一部,プライム市場,✓,
6537,ＷＡＳＨハウス株式会社,マザーズ,グロース市場,,
6538,株式会社キャリアインデックス,市場第一部,プライム市場,✓,
6539,株式会社ＭＳ－Ｊａｐａｎ,市場第一部,プライム市場,✓,
6540,株式会社船場,市場第一部,スタンダード市場,,
6541,グレイステクノロジー株式会社,市場第一部,プライム市場,,
6542,株式会社ＦＣホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6543,株式会社日宣,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6544,ジャパンエレベーターサービスホールディングス株式会社,市場第一部,プライム市場,,
6545,株式会社インターネットインフィニティー,マザーズ,グロース市場,,
6546,フルテック株式会社,市場第一部,スタンダード市場,,
6547,株式会社グリーンズ,市場第一部,スタンダード市場,,
6548,株式会社旅工房,マザーズ,グロース市場,,
6549,ディーエムソリューションズ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6550,Ｕｎｉｐｏｓ株式会社,マザーズ,グロース市場,,
6551,株式会社ツナググループ・ホールディングス,市場第一部,スタンダード市場,,
6552,株式会社ＧａｍｅＷｉｔｈ,市場第一部,スタンダード市場,,
6553,ソウルドアウト株式会社,市場第一部,プライム市場,✓,
6554,株式会社エスユーエス,マザーズ,グロース市場,,
6555,株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,市場第一部,スタンダード市場,,
6556,ウェルビー株式会社,市場第一部,プライム市場,,
6557,ＡＩＡＩグループ株式会社,マザーズ,グロース市場,,
6558,クックビズ株式会社,マザーズ,グロース市場,,
6560,株式会社エル・ティー・エス,市場第一部,プライム市場,,
6561,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,マザーズ,グロース市場,,
6562,株式会社ジーニー,マザーズ,グロース市場,,
6563,株式会社みらいワークス,マザーズ,グロース市場,,
6564,株式会社ミダックホールディングス,市場第一部,プライム市場,,
6565,ＡＢホテル株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6566,株式会社要興業,市場第二部,スタンダード市場,,
6567,株式会社ＳＥＲＩＯホールディングス,マザーズ,グロース市場,,
6568,神戸天然物化学株式会社,マザーズ,グロース市場,,
6569,日総工産株式会社,市場第一部,プライム市場,,
6570,株式会社共和コーポレーション,市場第二部,スタンダード市場,,
6571,キュービーネットホールディングス株式会社,市場第一部,プライム市場,,
6572,ＲＰＡホールディングス株式会社,市場第一部,プライム市場,,
6573,アジャイルメディア・ネットワーク株式会社,マザーズ,グロース市場,,
6574,株式会社コンヴァノ,マザーズ,グロース市場,,
6575,ヒューマン・アソシエイツ・ホールディングス株式会社,マザーズ,グロース市場,,
6577,株式会社ベストワンドットコム,マザーズ,グロース市場,,
6578,株式会社エヌリンクス,市場第二部,スタンダード市場,✓,
6579,ログリー株式会社,マザーズ,グロース市場,,
6580,株式会社ライトアップ,マザーズ,グロース市場,,
6584,三櫻工業株式会社,市場第一部,プライム市場,,
6586,株式会社マキタ,市場第一部,プライム市場,,
6588,東芝テック株式会社,市場第一部,プライム市場,,
6590,芝浦メカトロニクス株式会社,市場第一部,プライム市場,,
6592,マブチモーター株式会社,市場第一部,プライム市場,,
6594,日本電産株式会社,市場第一部,プライム市場,,
6597,ＨＰＣシステムズ株式会社,マザーズ,グロース市場,,
6599,エブレン株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6612,バルミューダ株式会社,マザーズ,グロース市場,,
6613,株式会社ＱＤレーザ,マザーズ,グロース市場,,
6614,株式会社シキノハイテック,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6615,ユー・エム・シー・エレクトロニクス株式会社,市場第一部,プライム市場,,
6616,トレックス・セミコンダクター株式会社,市場第一部,プライム市場,,
6617,株式会社東光高岳,市場第一部,プライム市場,,
6618,株式会社大泉製作所,マザーズ,グロース市場,,
6619,ダブル・スコープ株式会社,市場第一部,プライム市場,,
6620,宮越ホールディングス株式会社,市場第一部,プライム市場,,
6622,株式会社ダイヘン,市場第一部,プライム市場,,
6625,ＪＡＬＣＯホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6626,ＳＥＭＩＴＥＣ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6627,株式会社テラプローブ,市場第二部,スタンダード市場,,
6629,テクノホライゾン株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6630,ヤーマン株式会社,市場第一部,プライム市場,,
6632,株式会社ＪＶＣケンウッド,市場第一部,プライム市場,,
6633,株式会社Ｃ＆Ｇシステムズ,市場第二部,スタンダード市場,,
6634,株式会社ネクスグループ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6635,株式会社大日光・エンジニアリング,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6637,寺崎電気産業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6638,株式会社ミマキエンジニアリング,市場第一部,プライム市場,,
6639,株式会社コンテック,市場第二部,スタンダード市場,,
6640,Ｉ－ＰＥＸ株式会社,市場第一部,プライム市場,,
6641,日新電機株式会社,市場第一部,プライム市場,,
6643,株式会社戸上電機製作所,市場第二部,スタンダード市場,,
6644,大崎電気工業株式会社,市場第一部,プライム市場,,
6645,オムロン株式会社,市場第一部,プライム市場,,
6647,森尾電機株式会社,市場第二部,スタンダード市場,,
6648,株式会社かわでん,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6651,日東工業株式会社,市場第一部,プライム市場,,
6652,ＩＤＥＣ株式会社,市場第一部,プライム市場,,
6653,株式会社正興電機製作所,市場第一部,プライム市場,✓,
6654,不二電機工業株式会社,市場第一部,スタンダード市場,,
6656,インスペック株式会社,市場第二部,スタンダード市場,,
6658,シライ電子工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6659,株式会社メディアリンクス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6662,株式会社ユビテック,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6663,太洋工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6664,株式会社オプトエレクトロニクス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6666,リバーエレテック株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6668,株式会社アドテック　プラズマ　テクノロジー,市場第二部,スタンダード市場,,
6670,株式会社ＭＣＪ,市場第二部,スタンダード市場,,
6674,株式会社ジーエス・ユアサ　コーポレーション,市場第一部,プライム市場,,
6675,サクサホールディングス株式会社,市場第一部,プライム市場,✓,
6676,株式会社メルコホールディングス,市場第一部,プライム市場,✓,
6677,株式会社エスケーエレクトロニクス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6678,株式会社テクノメディカ,市場第一部,プライム市場,,
6694,株式会社ズーム,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6696,株式会社ピースリー,マザーズ,グロース市場,,
6697,テックポイント・インク,マザーズ（外国株）,グロース市場（外国株）,,
6698,ヴィスコ・テクノロジーズ株式会社,市場第二部,スタンダード市場,,
6699,ダイヤモンドエレクトリックホールディングス株式会社,市場第一部,プライム市場,,
6701,日本電気株式会社,市場第一部,プライム市場,,
6702,富士通株式会社,市場第一部,プライム市場,,
6703,沖電気工業株式会社,市場第一部,プライム市場,,
6704,岩崎通信機株式会社,市場第一部,プライム市場,✓,
6706,電気興業株式会社,市場第一部,プライム市場,,
6707,サンケン電気株式会社,市場第一部,プライム市場,,
6715,株式会社ナカヨ,市場第一部,スタンダード市場,,
